courseName,className,units,description,section,session,type,time,days,registered,instructor,location
AHIS-121,AHIS 121gp: Art and Society: Renaissance to Modern (4.0 units),(4.0 units),European art and its legacy in the Americas. Painting&#44 sculpture&#44 architecture and other visual media considered in relation to social and cultural history.,11821R,1,Discussion,11:00-11:50am,Friday,4 of 21,,VKC151
AHIS-121,AHIS 121gp: Art and Society: Renaissance to Modern (4.0 units),(4.0 units),European art and its legacy in the Americas. Painting&#44 sculpture&#44 architecture and other visual media considered in relation to social and cultural history.,11822R,1,Discussion,12:00-12:50pm,Friday,8 of 21,,VKC151
AHIS-121,AHIS 121gp: Art and Society: Renaissance to Modern (4.0 units),(4.0 units),European art and its legacy in the Americas. Painting&#44 sculpture&#44 architecture and other visual media considered in relation to social and cultural history.,11823R,1,Discussion,1:00-1:50pm,Friday,5 of 21,,VKC151
AHIS-128,AHIS 128g: Arts of Latin America (4.0 units),(4.0 units),Survey of the art&#44 architecture&#44 and visual culture of Latin America from the colonial period to the present&#44 focusing on connections to culture and society.,11863R,1,Lecture,9:30-10:50am,Tue&#44 Thu,12 of 126,Daniela Bleichmar,THH102
AHIS-128,AHIS 128g: Arts of Latin America (4.0 units),(4.0 units),Survey of the art&#44 architecture&#44 and visual culture of Latin America from the colonial period to the present&#44 focusing on connections to culture and society.,11864R,1,Discussion,9:00-9:50am,Friday,5 of 21,,VKC157
AHIS-128,AHIS 128g: Arts of Latin America (4.0 units),(4.0 units),Survey of the art&#44 architecture&#44 and visual culture of Latin America from the colonial period to the present&#44 focusing on connections to culture and society.,11865R,1,Discussion,10:00-10:50am,Friday,0 of 21,,VKC157
AHIS-128,AHIS 128g: Arts of Latin America (4.0 units),(4.0 units),Survey of the art&#44 architecture&#44 and visual culture of Latin America from the colonial period to the present&#44 focusing on connections to culture and society.,11866R,1,Discussion,11:00-11:50am,Friday,3 of 21,,VKC157
AHIS-128,AHIS 128g: Arts of Latin America (4.0 units),(4.0 units),Survey of the art&#44 architecture&#44 and visual culture of Latin America from the colonial period to the present&#44 focusing on connections to culture and society.,11867R,1,Discussion,12:00-12:50pm,Friday,1 of 21,,VKC157
AHIS-128,AHIS 128g: Arts of Latin America (4.0 units),(4.0 units),Survey of the art&#44 architecture&#44 and visual culture of Latin America from the colonial period to the present&#44 focusing on connections to culture and society.,11921R,1,Discussion,1:00-1:50pm,Friday,0 of 21,,VKC157
AHIS-201,AHIS 201g: Digging into the Past (4.0 units),(4.0 units),A broad survey&#44 covering some 8&#44000 years and focusing on the material culture of the ancient world in a historical and social context.,11868R,1,Lecture,10:00-11:50am,Mon&#44 Wed,9 of 60,Henry Colburn,MRF340
AHIS-201,AHIS 201g: Digging into the Past (4.0 units),(4.0 units),A broad survey&#44 covering some 8&#44000 years and focusing on the material culture of the ancient world in a historical and social context.,11869R,1,Discussion,1:00-1:50pm,Thursday,2 of 15,Henry Colburn,VKC203
AHIS-201,AHIS 201g: Digging into the Past (4.0 units),(4.0 units),A broad survey&#44 covering some 8&#44000 years and focusing on the material culture of the ancient world in a historical and social context.,11870R,1,Discussion,12:00-12:50pm,Thursday,0 of 15,Henry Colburn,SOSB47
AHIS-201,AHIS 201g: Digging into the Past (4.0 units),(4.0 units),A broad survey&#44 covering some 8&#44000 years and focusing on the material culture of the ancient world in a historical and social context.,11871R,1,Discussion,3:00-3:50pm,Thursday,2 of 15,Henry Colburn,VKC257
AHIS-255,AHIS 255g: Culture Wars: Art and Social Conflict in the Modern World (4.0 units),(4.0 units),Examination of social conflicts and political controversies in American culture through the lens of visual art and photography.,11888R,1,Lecture,2:00-3:20pm,Mon&#44 Wed,27 of 125,Suzanne Hudson,THH101
AHIS-255,AHIS 255g: Culture Wars: Art and Social Conflict in the Modern World (4.0 units),(4.0 units),Examination of social conflicts and political controversies in American culture through the lens of visual art and photography.,11889R,1,Discussion,9:00-9:50am,Friday,1 of 20,,VKC155
AHIS-255,AHIS 255g: Culture Wars: Art and Social Conflict in the Modern World (4.0 units),(4.0 units),Examination of social conflicts and political controversies in American culture through the lens of visual art and photography.,11890R,1,Discussion,8:00-8:50am,Thursday,1 of 20,Rika Hiro,SOSB47
AHIS-255,AHIS 255g: Culture Wars: Art and Social Conflict in the Modern World (4.0 units),(4.0 units),Examination of social conflicts and political controversies in American culture through the lens of visual art and photography.,11891R,1,Discussion,3:00-3:50pm,Thursday,12 of 25,Rika Hiro,WPHB26
AHIS-255,AHIS 255g: Culture Wars: Art and Social Conflict in the Modern World (4.0 units),(4.0 units),Examination of social conflicts and political controversies in American culture through the lens of visual art and photography.,11892R,1,Discussion,4:00-4:50pm,Thursday,8 of 20,Rika Hiro,THHB9
AHIS-255,AHIS 255g: Culture Wars: Art and Social Conflict in the Modern World (4.0 units),(4.0 units),Examination of social conflicts and political controversies in American culture through the lens of visual art and photography.,11893R,1,Discussion,10:00-10:50am,Friday,2 of 20,,VKC155
AHIS-373,AHIS 373g: History and Theory of Photography (4.0 units),(4.0 units),Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision.,11971R,1,Lecture,10:00-11:50am,Mon&#44 Wed,7 of 34,Samantha Burton,VKC100
AHIS-373,AHIS 373g: History and Theory of Photography (4.0 units),(4.0 units),Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision.,11972R,1,Discussion,9:00-9:50am,Tuesday,0 of 16,,THH215
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50800R,1,Lecture,12:00-1:50pm,Tue&#44 Thu,52 of 128,Nicholas Warner,SLH200
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50802R,1,Lab,10:00-11:50am,Wednesday,8 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50803R,1,Lab,10:00-11:50am,Thursday,6 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50804R,1,Lab,12:00-1:50pm,Wednesday,13 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50805R,1,Lab,2:00-3:50pm,Tuesday,7 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50806R,1,Lab,2:00-3:50pm,Wednesday,6 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50807R,1,Lab,2:00-3:50pm,Thursday,4 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50808R,1,Lab,4:00-5:50pm,Wednesday,5 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50809R,1,Lab,4:00-5:50pm,Thursday,3 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50801R,1,Quiz,5:00-6:20pm,Tuesday,52 of 128,,TBA
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50810R,1,Lecture,2:00-3:20pm,MWF,16 of 128,Vahe Peroomian,SLH200
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50812R,1,Lab,10:00-11:50am,Wednesday,0 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50813R,1,Lab,10:00-11:50am,Thursday,1 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50814R,1,Lab,12:00-1:50pm,Wednesday,6 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50815R,1,Lab,12:00-1:50pm,Thursday,0 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50816R,1,Lab,2:00-3:50pm,Tuesday,3 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50817R,1,Lab,2:00-3:50pm,Thursday,1 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50818R,1,Lab,4:00-5:50pm,Wednesday,4 of 16,Joseph Vandiver,SGM313
ASTR-100,ASTR 100Lxg: The Universe (4.0 units),(4.0 units),Survey of the universe: planets&#44 satellites&#44 comets&#44 stars&#44 nebulae&#44 galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit.,50819R,1,Lab,4:00-5:50pm,Thursday,1 of 16,Joseph Vandiver,SGM313
ASTR-200,ASTR 200Lg: Life in the Universe (4.0 units),(4.0 units),Survey of the prospects for life in our solar system and beyond&#44 based on the evolution of life on Earth.,50830R,1,Lecture,4:00-5:50pm,Mon&#44 Wed,12 of 64,Vahe Peroomian,SLH102
ASTR-200,ASTR 200Lg: Life in the Universe (4.0 units),(4.0 units),Survey of the prospects for life in our solar system and beyond&#44 based on the evolution of life on Earth.,50832R,1,Lab,10:00-11:50am,Friday,1 of 16,Joseph Vandiver,SGM300
ASTR-200,ASTR 200Lg: Life in the Universe (4.0 units),(4.0 units),Survey of the prospects for life in our solar system and beyond&#44 based on the evolution of life on Earth.,50833R,1,Lab,12:00-1:50pm,Friday,4 of 16,Joseph Vandiver,SGM300
ASTR-200,ASTR 200Lg: Life in the Universe (4.0 units),(4.0 units),Survey of the prospects for life in our solar system and beyond&#44 based on the evolution of life on Earth.,50834R,1,Lab,12:00-1:50pm,Thursday,4 of 16,Joseph Vandiver,SGM300
BISC-102,BISC 102Lxg: Humans and Their Environment (4.0 units),(4.0 units),An examination of the physical and biological laws that influence agriculture&#44 pollution&#44 population dynamics (including humans)&#44 climate&#44 biodiversity and ecosystem structure and function. Not available for major credit.,13000R,1,Lecture,9:30-10:50am,Tue&#44 Thu,8 of 60,Dale Kiefer&#44James Moffett,ZHS159
